,name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
4053,Dynasty Warriors: Gundam 2,6,2008,8,25,0.04,0.03,0.25,0.01,0.34,52.0,8.0,6.5,8.0,188,3
4054,Star Ocean: Second Evolution,16,2008,3,15,0.14,0.01,0.16,0.02,0.34,75.0,37.0,7.1,26.0,91,3
4055,Imagine: Movie Star,3,2008,7,5,0.31,0.0,0.0,0.03,0.34,,,,,768,0
4056,MXRider,6,2001,2,10,0.16,0.13,0.0,0.04,0.34,69.0,16.0,6.8,6.0,251,0
4057,Delta Force: Black Hawk Down,13,2005,6,124,0.25,0.07,0.0,0.01,0.34,61.0,37.0,6.6,19.0,342,3
4058,Pirates of the Caribbean: At World's End,4,2007,8,32,0.29,0.02,0.0,0.03,0.34,58.0,42.0,5.3,21.0,103,3
4059,Angry Birds Star Wars,10,2013,11,4,0.15,0.15,0.0,0.03,0.34,,,3.0,8.0,293,0
4060,World Championship Poker 2: Featuring Howard Lederer,6,2005,5,142,0.16,0.13,0.0,0.04,0.34,67.0,20.0,,,622,3
4061,The Eye of Judgment,5,2007,5,3,0.28,0.0,0.02,0.03,0.33,75.0,43.0,8.2,51.0,649,3
4062,Tom Clancy's Ghost Recon Advanced Warfighter,13,2006,6,5,0.21,0.11,0.0,0.01,0.33,66.0,14.0,6.0,27.0,149,3
4063,Iron Man 2,3,2010,8,8,0.14,0.16,0.0,0.03,0.33,54.0,7.0,,,719,4
4064,NHL 09,5,2008,0,7,0.29,0.02,0.0,0.03,0.33,88.0,25.0,7.7,41.0,35,4
4065,World of Final Fantasy,9,2016,3,15,0.08,0.14,0.08,0.04,0.33,77.0,74.0,8.3,222.0,46,4
4066,Banjo-Kazooie: Grunty's Revenge,8,2003,1,28,0.24,0.09,0.0,0.01,0.33,72.0,21.0,8.1,18.0,43,0
4067,Bejeweled 3,3,0,4,53,0.29,0.02,0.0,0.02,0.33,75.0,9.0,,,364,0
4068,NHL 17,9,2016,0,7,0.19,0.08,0.0,0.06,0.33,78.0,26.0,5.8,67.0,769,4
4069,Mega Man ZX Advent,3,2007,1,12,0.22,0.0,0.09,0.02,0.33,78.0,27.0,8.6,32.0,770,4
4070,NCAA Basketball 10,5,2009,0,7,0.31,0.0,0.0,0.03,0.33,75.0,17.0,7.8,6.0,35,0
4071,Jeanne d'Arc,16,2006,3,3,0.21,0.0,0.1,0.02,0.33,87.0,45.0,8.2,74.0,49,3
4072,Night at the Museum: Battle of the Smithsonian,3,2009,8,35,0.12,0.18,0.0,0.04,0.33,,,,,771,0
4073,Harry Potter and the Deathly Hallows - Part 2,4,2011,8,7,0.19,0.11,0.0,0.03,0.33,44.0,31.0,5.4,24.0,285,3
4074,Avatar: The Last Airbender,3,2006,10,28,0.3,0.01,0.0,0.03,0.33,64.0,9.0,6.4,7.0,91,0
4075,Ape Escape Academy,16,2004,5,3,0.13,0.15,0.0,0.05,0.33,51.0,48.0,5.8,4.0,706,4
4076,WWE Wrestlemania XIX,19,2003,9,28,0.26,0.07,0.0,0.01,0.33,76.0,26.0,8.7,47.0,156,3
4077,The Sims 2,19,2005,7,7,0.26,0.07,0.0,0.01,0.33,73.0,22.0,8.3,8.0,89,3
4078,Hulk,13,2003,8,20,0.25,0.07,0.0,0.01,0.33,69.0,25.0,7.7,9.0,311,3
4079,Untold Legends: The Warriors Code,16,2006,3,5,0.14,0.12,0.0,0.08,0.33,65.0,46.0,8.3,28.0,360,3
4080,Klonoa 2: Lunatea's Veil,6,2001,1,3,0.12,0.1,0.08,0.03,0.33,91.0,18.0,9.1,72.0,32,0
4081,Deus Ex: Invisible War,13,2003,6,21,0.25,0.07,0.0,0.01,0.33,84.0,50.0,7.6,37.0,772,2
4082,Disney's Treasure Planet,6,2002,8,3,0.16,0.13,0.0,0.04,0.33,,,,,187,0
4083,NASCAR Thunder 2002,13,2001,2,7,0.25,0.07,0.0,0.01,0.33,82.0,17.0,,,57,0
4084,The King of Fighters XIII,4,2011,9,61,0.23,0.06,0.01,0.03,0.33,79.0,31.0,8.2,51.0,773,3
4085,Tak 2: The Staff of Dreams,19,2004,1,28,0.26,0.07,0.0,0.01,0.33,75.0,22.0,8.6,8.0,260,0
4086,Fracture,4,2008,6,18,0.15,0.14,0.0,0.04,0.33,63.0,60.0,6.2,45.0,351,3
4087,Ninja Blade,4,2009,8,1,0.14,0.14,0.02,0.03,0.33,68.0,65.0,6.8,55.0,163,2
4088,Bookworm,3,2009,4,143,0.3,0.01,0.0,0.02,0.33,80.0,5.0,,,364,0
4089,LEGO Batman 2: DC Super Heroes,22,2012,8,19,0.16,0.11,0.0,0.06,0.33,62.0,9.0,6.7,46.0,182,4
4090,Bee Movie Game,0,2007,8,4,0.3,0.01,0.0,0.03,0.33,62.0,16.0,7.6,7.0,774,0
4091,Kelly Slater's Pro Surfer,6,2002,0,4,0.16,0.13,0.0,0.04,0.33,77.0,19.0,8.4,15.0,6,0
4092,Sniper: Ghost Warrior 2,5,2013,6,70,0.05,0.18,0.03,0.07,0.33,52.0,15.0,6.0,82.0,347,2
4093,Shrek SuperSlam,8,2005,8,4,0.24,0.09,0.0,0.01,0.33,58.0,4.0,,,775,4
4094,Legends of Wrestling II,6,2002,9,30,0.16,0.13,0.0,0.04,0.33,59.0,15.0,6.7,6.0,310,3
4095,LEGO Pirates of the Caribbean: The Video Game,16,2011,8,32,0.12,0.13,0.0,0.08,0.33,67.0,5.0,,,50,4
4096,Virtua Tennis 2009,4,2009,0,8,0.12,0.18,0.0,0.03,0.33,70.0,43.0,6.2,15.0,129,0
4097,Street Fighter Alpha 3 MAX,16,2006,9,12,0.27,0.01,0.02,0.03,0.33,80.0,35.0,8.0,27.0,48,3
4098,MLB 09: The Show,6,2009,0,3,0.16,0.13,0.0,0.04,0.33,79.0,7.0,7.5,12.0,421,0
4099,Cool Boarders 2001,6,2001,0,3,0.16,0.13,0.0,0.04,0.33,78.0,16.0,,,702,0
4100,Classic NES Series: Castlevania,8,2004,1,0,0.17,0.06,0.09,0.01,0.33,74.0,10.0,8.6,12.0,69,0
4101,Fight Night Round 3,13,2006,9,7,0.26,0.06,0.0,0.01,0.33,83.0,32.0,9.0,21.0,252,3
4102,GT Advance Championship Racing,8,2001,2,28,0.24,0.09,0.0,0.01,0.33,82.0,10.0,,,358,0
4103,Way of the Samurai 2,6,2003,8,12,0.05,0.04,0.23,0.01,0.33,59.0,32.0,9.0,24.0,198,2
4104,Planet Puzzle League,3,2007,4,0,0.14,0.01,0.16,0.01,0.33,86.0,25.0,8.2,15.0,55,0
4105,Naruto: Rise of a Ninja,4,2007,8,5,0.29,0.01,0.0,0.03,0.33,78.0,35.0,8.6,84.0,52,3
4106,Cabela's Dangerous Hunts 2011,5,2010,0,4,0.26,0.04,0.0,0.03,0.33,60.0,4.0,5.4,9.0,242,3
4107,Disgaea 2: Cursed Memories,6,2006,3,48,0.09,0.07,0.15,0.02,0.33,84.0,54.0,6.4,42.0,577,3
4108,Clock Tower 3,6,2002,10,12,0.1,0.08,0.12,0.03,0.33,69.0,28.0,7.6,38.0,776,2
4109,Etrian Odyssey,3,2007,3,0,0.19,0.02,0.09,0.02,0.33,75.0,30.0,8.5,37.0,777,3
4110,Call Of Duty 2: Big Red One,19,2005,6,4,0.25,0.07,0.0,0.01,0.33,76.0,28.0,7.9,14.0,6,3
4111,Dragon Ball Z: Extreme Butoden,10,2015,9,25,0.12,0.03,0.16,0.02,0.33,61.0,32.0,6.6,32.0,494,3
4112,Night at the Museum: Battle of the Smithsonian,0,2009,8,35,0.17,0.13,0.0,0.03,0.33,54.0,8.0,,,38,4
4113,Disgaea: Hour of Darkness,6,2003,3,48,0.16,0.13,0.0,0.04,0.33,84.0,42.0,8.9,74.0,577,3
4114,NeoGeo Battle Coliseum,6,2005,9,110,0.16,0.13,0.0,0.04,0.33,66.0,21.0,8.8,6.0,773,3
4115,Resonance of Fate,4,2010,3,8,0.12,0.13,0.06,0.03,0.33,74.0,43.0,7.7,96.0,236,3
4116,Harry Potter and the Deathly Hallows - Part 2,0,2011,8,7,0.17,0.13,0.0,0.03,0.33,47.0,6.0,6.6,5.0,285,3
4117,SpongeBob SquarePants: Creature from the Krusty Krab,19,2006,1,28,0.25,0.07,0.0,0.01,0.33,74.0,5.0,7.7,12.0,281,0
4118,MLB 08: The Show,16,2008,0,3,0.3,0.0,0.0,0.02,0.33,83.0,14.0,8.4,12.0,421,0
4119,Spy Kids 3-D: Game Over,8,2003,1,32,0.24,0.09,0.0,0.01,0.33,62.0,4.0,7.7,6.0,80,0
4120,Capcom Classics Collection Reloaded,16,2006,5,12,0.26,0.0,0.03,0.03,0.33,75.0,27.0,,,778,3
4121,NCAA GameBreaker 2001,12,2000,0,3,0.18,0.12,0.0,0.02,0.33,69.0,9.0,,,398,0
4122,Power Rangers: Ninja Storm,8,2003,5,28,0.24,0.09,0.0,0.01,0.33,55.0,4.0,7.8,6.0,493,0
4123,Medal of Honor: Warfighter,14,2012,8,7,0.14,0.15,0.0,0.04,0.33,55.0,30.0,5.4,599.0,290,2
4124,MVP Baseball 2005,19,2005,0,7,0.25,0.07,0.0,0.01,0.33,88.0,20.0,8.7,16.0,18,0
4125,SSX Blur,0,2007,0,7,0.29,0.01,0.0,0.03,0.33,74.0,52.0,8.1,60.0,258,0
4126,Danganronpa: Trigger Happy Havoc,22,2013,5,98,0.09,0.05,0.15,0.04,0.33,80.0,55.0,8.1,235.0,699,2
4127,Harry Potter and the Half-Blood Prince,5,2009,8,7,0.15,0.12,0.0,0.05,0.33,66.0,35.0,7.1,17.0,285,4
4128,Alien: Isolation,5,2014,6,8,0.12,0.16,0.0,0.05,0.33,,,8.3,111.0,218,2
4129,Teen Titans,19,2006,8,28,0.25,0.07,0.0,0.01,0.33,63.0,11.0,6.9,11.0,250,4
4130,Def Jam Rapstar,0,2010,5,14,0.29,0.02,0.0,0.02,0.33,65.0,5.0,,,779,3
4131,MX vs. ATV Untamed,0,2008,2,28,0.28,0.02,0.0,0.02,0.33,70.0,7.0,8.3,9.0,167,0
4132,Binary Domain,5,2012,8,8,0.09,0.07,0.14,0.03,0.33,72.0,33.0,8.2,179.0,180,2
4133,NBA Live 06,19,2005,0,7,0.25,0.07,0.0,0.01,0.33,76.0,14.0,,,35,0
4134,Dr. Mario / Puzzle League,8,2005,4,0,0.12,0.04,0.16,0.01,0.33,74.0,14.0,,,55,0
4135,Family Party: 90 Great Games Party Pack,0,2010,5,66,0.31,0.0,0.0,0.02,0.33,,,,,690,4
4136,DECA Sports Freedom,4,2010,0,93,0.27,0.04,0.0,0.02,0.33,26.0,16.0,3.7,9.0,780,4
4137,NBA 2K10,16,2009,0,2,0.3,0.0,0.0,0.03,0.33,,,8.1,13.0,83,0
4138,Major League Baseball 2K6,13,2006,0,2,0.24,0.07,0.0,0.01,0.33,71.0,21.0,5.7,12.0,276,0
4139,Golden Axe: Beast Rider,4,2008,8,8,0.19,0.11,0.0,0.03,0.33,45.0,33.0,5.8,33.0,525,2
4140,EA Playground,3,2007,0,7,0.29,0.01,0.0,0.03,0.33,60.0,8.0,7.6,13.0,484,0
4141,Discovery Kids: Puppy Playtime,3,2009,7,11,0.3,0.0,0.0,0.02,0.33,,,,,664,0
4142,The Witcher: Enhanced Edition,14,2008,3,10,0.32,0.01,0.0,0.0,0.32,86.0,30.0,8.5,1660.0,81,2
4143,Teenage Mutant Ninja Turtles 2: Battle Nexus,8,2004,8,14,0.23,0.09,0.0,0.01,0.32,65.0,9.0,,,69,0
4144,Nicktoons: Movin',6,2004,8,28,0.16,0.12,0.0,0.04,0.32,,,,,74,0
4145,Mystery Case Files: The Malgrave Incident,0,2011,10,0,0.17,0.13,0.0,0.03,0.32,65.0,26.0,8.2,5.0,523,0
4146,Chicken Riot,0,2010,8,70,0.14,0.15,0.0,0.03,0.32,,,,,347,3
4147,Iron Man 2,0,2010,8,8,0.15,0.15,0.0,0.03,0.32,41.0,11.0,4.6,12.0,337,3
4148,SWAT: Global Strike Team,6,2003,6,23,0.16,0.12,0.0,0.04,0.32,69.0,21.0,7.8,16.0,90,2
4149,NCAA Basketball 10,4,2009,0,7,0.3,0.0,0.0,0.02,0.32,75.0,22.0,,,35,0
4150,The Adventures of Tintin: The Game,0,2011,8,5,0.12,0.16,0.0,0.04,0.32,,,5.7,6.0,195,4
4151,Battlestations: Pacific,4,2009,11,21,0.17,0.11,0.01,0.03,0.32,76.0,48.0,7.4,41.0,781,3
4152,Elebits,0,2006,8,14,0.22,0.01,0.08,0.02,0.32,75.0,46.0,7.4,33.0,69,0
4153,Style Lab: Jewelry Design,3,2009,7,5,0.3,0.0,0.0,0.02,0.32,,,,,12,0
4154,Def Jam Rapstar,5,2010,5,14,0.25,0.04,0.0,0.03,0.32,75.0,25.0,6.3,4.0,779,3
4155,Hatsune Miku: Project Mirai DX,10,2015,5,8,0.16,0.04,0.1,0.02,0.32,80.0,32.0,8.5,71.0,180,4
4156,Just Dance 2016,17,2015,5,5,0.25,0.04,0.0,0.03,0.32,66.0,10.0,6.1,18.0,12,4
4157,Golden Axe: Beast Rider,5,2008,8,8,0.13,0.14,0.0,0.06,0.32,44.0,30.0,5.6,23.0,525,2
4158,Dead Space 2,14,2011,6,7,0.13,0.15,0.0,0.04,0.32,87.0,28.0,8.3,974.0,189,2
4159,Bratz: Girlz Really Rock,3,2008,8,28,0.18,0.11,0.0,0.03,0.32,,,,,281,0
4160,Minute to Win It,4,2011,5,63,0.3,0.0,0.0,0.02,0.32,,,,,782,0
4161,Kinetica,6,2001,2,3,0.16,0.12,0.0,0.04,0.32,77.0,21.0,8.3,21.0,63,3
4162,The Black Eyed Peas Experience,4,2011,5,5,0.2,0.1,0.0,0.03,0.32,66.0,17.0,5.8,8.0,476,3
4163,NBA Street V3,13,2005,0,7,0.28,0.03,0.0,0.01,0.32,89.0,41.0,8.9,10.0,35,0
4164,Marvel: Ultimate Alliance 2,0,2009,3,4,0.25,0.05,0.0,0.03,0.32,50.0,8.0,5.2,16.0,374,3
4165,Remember Me,5,2013,8,12,0.1,0.17,0.0,0.06,0.32,72.0,37.0,7.4,424.0,709,2
4166,Silent Hill: Downpour,4,2012,8,14,0.22,0.08,0.0,0.02,0.32,68.0,38.0,7.3,269.0,69,2
4167,Dead Rising 2: Off the Record,5,2011,8,12,0.11,0.08,0.1,0.03,0.32,72.0,31.0,7.1,35.0,261,2
4168,Dragon Ball: XenoVerse,17,2015,9,25,0.18,0.11,0.0,0.03,0.32,67.0,18.0,7.2,128.0,117,3
4169,Eternal Sonata,4,2007,3,10,0.19,0.04,0.08,0.02,0.32,79.0,56.0,7.9,97.0,676,3
4170,Harvest Moon: Back to Nature,12,1999,7,5,0.11,0.07,0.12,0.02,0.32,82.0,6.0,9.3,78.0,713,0
4171,Dead or Alive 5,4,2012,9,90,0.19,0.08,0.03,0.03,0.32,76.0,39.0,7.9,95.0,225,2
4172,Final Fantasy XI,6,0,3,53,0.08,0.06,0.15,0.02,0.32,85.0,49.0,6.9,66.0,46,3
4173,Overlord II,4,2009,8,34,0.15,0.14,0.0,0.03,0.32,75.0,60.0,7.2,46.0,708,3
4174,Madden NFL 09,3,2008,0,7,0.3,0.0,0.0,0.02,0.32,,,7.8,4.0,293,0
4175,Dance Dance Revolution Universe,4,2007,7,14,0.3,0.0,0.0,0.02,0.32,74.0,26.0,8.8,5.0,69,4
4176,Batman: Arkham Asylum,14,2009,8,21,0.0,0.28,0.0,0.05,0.32,91.0,29.0,8.7,1736.0,54,3
4177,"Warhammer 40,000: Squad Command",16,2007,11,28,0.11,0.13,0.0,0.08,0.32,67.0,25.0,7.6,26.0,693,3
4178,Darkwatch,6,2005,6,5,0.16,0.12,0.0,0.04,0.32,74.0,37.0,8.4,42.0,72,2
4179,Tony Hawk's American Wasteland,4,2005,0,4,0.28,0.01,0.0,0.03,0.32,75.0,43.0,7.2,21.0,60,3
4180,Beautiful Katamari,4,2007,4,25,0.14,0.02,0.15,0.02,0.32,73.0,52.0,7.0,40.0,301,0
4181,Ben 10 Ultimate Alien: Cosmic Destruction,3,2010,1,66,0.22,0.08,0.0,0.03,0.32,,,,,243,4
4182,Pony Friends 2,3,2009,7,21,0.21,0.09,0.0,0.03,0.32,,,,,429,0
4183,My Baby: First Steps,3,2009,7,68,0.27,0.03,0.0,0.02,0.32,,,,,783,0
4184,Prince of Persia: The Sands of Time,19,2003,8,5,0.25,0.06,0.0,0.01,0.32,92.0,33.0,8.4,41.0,12,3
4185,Harry Potter and the Deathly Hallows - Part 2,5,2011,8,7,0.14,0.13,0.0,0.05,0.32,43.0,21.0,5.7,27.0,285,3
4186,Sky Odyssey,6,2000,7,3,0.16,0.12,0.0,0.04,0.32,79.0,18.0,8.4,9.0,160,0
4187,Just Dance 2016,4,2015,5,5,0.23,0.05,0.0,0.03,0.32,,,6.0,5.0,12,4
4188,World of Warcraft: Legion,14,2016,3,4,0.13,0.16,0.0,0.03,0.32,88.0,62.0,7.5,535.0,41,3
4189,Hatsune Miku: Project Diva F 2nd,22,2014,5,8,0.08,0.05,0.16,0.04,0.32,81.0,8.0,8.4,69.0,180,3
4190,Bleach: Shattered Blade,0,2006,9,8,0.21,0.01,0.08,0.02,0.32,58.0,30.0,7.5,24.0,784,3
4191,FIFA Street 3,5,2008,0,7,0.08,0.18,0.0,0.06,0.32,63.0,37.0,6.9,19.0,35,0
4192,Fortress,8,2001,8,35,0.23,0.08,0.0,0.01,0.32,64.0,15.0,,,591,0
4193,Disney Fairies: Tinker Bell and the Great Fairy Rescue,3,2010,10,32,0.17,0.12,0.0,0.03,0.32,,,,,285,0
4194,FIFA 2001 Major League Soccer,12,2000,0,7,0.18,0.12,0.0,0.02,0.32,85.0,10.0,7.8,5.0,18,0
4195,Operation Flashpoint: Red River,5,2011,6,34,0.06,0.14,0.07,0.05,0.32,67.0,36.0,6.3,18.0,294,2
4196,Power Rangers Samurai,0,2011,8,25,0.27,0.02,0.0,0.02,0.32,45.0,4.0,,,770,4
4197,Karaoke Revolution Presents American Idol Encore 2,0,2008,5,14,0.3,0.0,0.0,0.02,0.32,,,,,281,4
4198,DiRT 2,16,2009,2,3,0.09,0.15,0.0,0.08,0.32,55.0,13.0,5.7,10.0,294,4
4199,Frogger's Adventures: The Rescue,6,2003,1,14,0.16,0.12,0.0,0.04,0.32,59.0,12.0,8.5,6.0,69,0
4200,Silent Hill HD Collection,5,2012,8,14,0.15,0.1,0.03,0.04,0.32,70.0,33.0,4.8,136.0,685,2
4201,Singularity,4,0,6,53,0.24,0.05,0.0,0.02,0.32,76.0,70.0,7.7,169.0,161,2
4202,Karaoke Revolution Volume 3,6,2004,5,14,0.16,0.12,0.0,0.04,0.32,82.0,25.0,7.8,10.0,58,0
4203,Army of Two: The 40th Day,16,2010,6,7,0.12,0.13,0.0,0.08,0.32,49.0,11.0,6.0,32.0,785,2
4204,Persona 4: Dancing All Night,22,2015,5,98,0.09,0.04,0.15,0.04,0.32,76.0,51.0,8.6,83.0,786,3
4205,Ultimate Fighting Championship: Throwdown,6,2002,9,5,0.16,0.12,0.0,0.04,0.32,68.0,19.0,8.0,8.0,787,3
4206,Wipeout 2,0,2011,5,4,0.3,0.0,0.0,0.02,0.32,,,,,566,4
4207,Disney's Extreme Skate Adventure,6,2003,0,4,0.16,0.12,0.0,0.04,0.32,78.0,15.0,8.3,12.0,140,0
4208,Rock Band Country Track Pack,6,2009,5,31,0.16,0.12,0.0,0.04,0.32,,,,,58,4
4209,Prey,4,2006,6,2,0.27,0.03,0.0,0.03,0.32,79.0,80.0,7.3,117.0,788,2
4210,Shaun White Snowboarding,16,2008,0,5,0.26,0.03,0.0,0.03,0.32,70.0,5.0,7.5,4.0,12,4
4211,Folklore,5,2007,3,3,0.2,0.04,0.05,0.03,0.32,75.0,55.0,8.2,145.0,789,3
4212,Murdered: Soul Suspect,9,2014,8,15,0.09,0.16,0.02,0.05,0.32,59.0,60.0,6.9,310.0,753,2
4213,The Darkness II,5,2012,6,2,0.14,0.13,0.0,0.05,0.32,79.0,28.0,7.6,127.0,491,2
4214,NBA 2K3,13,2002,0,8,0.24,0.07,0.0,0.01,0.32,87.0,15.0,7.9,9.0,83,0
4215,Sega Smash Pack,8,2002,5,10,0.23,0.08,0.0,0.01,0.32,60.0,14.0,,,790,0
4216,All-Star Baseball 2005,6,0,0,53,0.16,0.12,0.0,0.04,0.32,72.0,13.0,8.6,21.0,310,0
4217,NFL Fever 2004,13,2003,0,1,0.24,0.07,0.0,0.01,0.32,74.0,29.0,8.8,16.0,376,0
4218,Madden NFL 2002,8,2001,0,7,0.23,0.08,0.0,0.01,0.32,,,,,221,0
4219,Bigfoot: Collision Course,0,2008,2,69,0.3,0.0,0.0,0.02,0.32,,,,,756,0
4220,FIFA Street 3,4,2008,0,7,0.14,0.14,0.0,0.03,0.32,63.0,48.0,6.9,18.0,35,0
4221,Cabela's Dangerous Hunts 2011,4,2010,0,4,0.28,0.01,0.0,0.02,0.32,55.0,7.0,,,242,3
4222,Test Drive Unlimited,4,2006,2,10,0.23,0.04,0.02,0.02,0.32,82.0,69.0,8.0,86.0,478,4
4223,Marvel Nemesis: Rise of the Imperfects,16,2005,9,7,0.29,0.0,0.0,0.02,0.32,58.0,15.0,8.7,30.0,35,3
4224,The Biggest Loser,3,2009,0,28,0.18,0.11,0.0,0.03,0.32,63.0,5.0,,,244,0
4225,Power Rangers Samurai,3,2011,8,25,0.26,0.04,0.0,0.02,0.32,,,,,770,4
4226,Kingdom Under Fire: The Crusaders,13,2004,11,41,0.24,0.07,0.0,0.01,0.32,81.0,50.0,7.9,31.0,791,2
4227,4x4 Evolution,6,2001,2,144,0.16,0.12,0.0,0.04,0.32,64.0,11.0,,,231,0
4228,Clive Barker's Jericho,4,2007,6,34,0.28,0.01,0.0,0.02,0.32,63.0,46.0,7.4,70.0,792,2
4229,Rise of the Tomb Raider,4,2015,10,15,0.18,0.11,0.0,0.03,0.32,,,7.5,178.0,330,2
4230,Romance of the Three Kingdoms VII,6,2000,11,48,0.08,0.06,0.16,0.02,0.32,72.0,10.0,8.7,11.0,393,0
4231,Goosebumps HorrorLand,3,2008,10,91,0.29,0.0,0.0,0.02,0.32,,,,,793,4
4232,Fable III,14,2011,3,1,0.1,0.17,0.0,0.05,0.32,75.0,39.0,5.4,555.0,59,2
4233,Littlest Pet Shop: City Friends,3,2009,7,7,0.29,0.0,0.0,0.02,0.32,,,,,22,0
4234,"Monsters, Inc.",6,2002,10,3,0.15,0.12,0.0,0.04,0.32,52.0,15.0,7.2,10.0,250,0
4235,DJ Hero,6,2009,5,4,0.1,0.02,0.0,0.2,0.32,87.0,4.0,6.4,5.0,368,3
4236,Lord of Arcana,16,2010,3,15,0.07,0.04,0.17,0.03,0.32,53.0,45.0,5.5,21.0,794,2
4237,Phineas and Ferb: Across the 2nd Dimension,5,2011,8,32,0.15,0.11,0.0,0.05,0.32,63.0,13.0,6.6,9.0,558,4
4238,Tekken 6,16,2009,9,25,0.15,0.03,0.1,0.03,0.32,82.0,39.0,8.2,68.0,314,3
4239,Chicken Blaster,0,2009,6,138,0.29,0.0,0.0,0.02,0.32,,,,,711,3
4240,Dynasty Warriors 4 Empires,6,2004,8,48,0.0,0.0,0.32,0.0,0.32,71.0,29.0,8.8,19.0,188,3
4241,Shenmue II,13,2002,10,1,0.22,0.08,0.0,0.01,0.32,80.0,31.0,9.3,96.0,219,3
4242,Crash of the Titans,4,2007,8,23,0.27,0.02,0.0,0.02,0.32,65.0,25.0,6.3,39.0,311,4
4243,LEGO Marvel's Avengers,4,2016,8,19,0.18,0.11,0.0,0.03,0.32,,,5.7,6.0,182,4
4244,Skylanders SWAP Force,17,2013,1,4,0.22,0.06,0.0,0.03,0.32,,,5.5,43.0,67,4
4245,Rugby World Cup 2011,5,2011,0,11,0.0,0.24,0.0,0.07,0.32,50.0,12.0,5.6,7.0,254,0
4246,F1 Race Stars,5,2012,2,34,0.06,0.19,0.0,0.06,0.32,61.0,27.0,5.6,34.0,294,0
4247,Overlord II,5,2009,8,34,0.11,0.15,0.0,0.06,0.32,72.0,42.0,7.6,24.0,708,3
4248,Shrek the Third,16,2007,8,4,0.08,0.15,0.0,0.09,0.31,57.0,8.0,,,186,4
4249,BlazBlue: Continuum Shift,4,2010,9,107,0.23,0.04,0.02,0.02,0.31,85.0,32.0,8.7,26.0,494,3
4250,MLB 07: The Show,5,2007,0,3,0.29,0.0,0.0,0.02,0.31,77.0,30.0,7.5,17.0,421,0
4251,Crash Nitro Kart,13,2003,2,23,0.24,0.07,0.0,0.01,0.31,70.0,14.0,8.9,16.0,67,0
4252,Etrian Odyssey III: The Drowned City,3,2010,3,73,0.12,0.0,0.19,0.01,0.31,77.0,23.0,8.0,21.0,355,4
4253,Batman: Arkham Origins,14,2013,8,19,0.13,0.16,0.0,0.02,0.31,74.0,17.0,7.5,1170.0,540,3
4254,Harry Potter and the Half-Blood Prince,4,2009,8,7,0.17,0.11,0.0,0.03,0.31,64.0,38.0,6.8,11.0,285,4
4255,Fishing Master,0,2007,5,14,0.29,0.0,0.0,0.02,0.31,58.0,9.0,8.1,9.0,16,0
4256,Madden NFL 2004,8,2003,0,7,0.22,0.08,0.0,0.01,0.31,70.0,9.0,6.6,5.0,221,0
4257,Birthday Party Bash,0,2009,5,2,0.29,0.0,0.0,0.02,0.31,,,3.0,4.0,79,0
4258,NBA Inside Drive 2003,13,2002,0,1,0.23,0.07,0.0,0.01,0.31,72.0,21.0,7.8,12.0,337,0
4259,FIFA Street,6,2005,0,7,0.15,0.12,0.0,0.04,0.31,59.0,29.0,7.9,52.0,35,0
4260,Monster Lab,0,2008,3,21,0.27,0.02,0.0,0.02,0.31,73.0,11.0,8.4,14.0,179,4
4261,Fate/Extra,16,2010,3,145,0.18,0.01,0.1,0.03,0.31,58.0,10.0,8.1,39.0,795,3
4262,Drakengard 3,5,2013,3,15,0.1,0.0,0.19,0.02,0.31,61.0,33.0,7.7,237.0,794,2
4263,Catherine,4,2011,10,41,0.2,0.06,0.03,0.02,0.31,82.0,39.0,7.9,153.0,355,2
4264,J Stars Victory Vs.,5,2014,9,25,0.05,0.05,0.2,0.02,0.31,,,7.9,11.0,247,1
4265,1001 Touch Games,3,2011,8,135,0.11,0.16,0.0,0.04,0.31,,,,,386,0
4266,The Matrix: Path of Neo,13,2005,8,10,0.23,0.07,0.0,0.01,0.31,73.0,39.0,7.3,20.0,110,3
4267,Namco Museum: Virtual Arcade,4,2008,5,10,0.27,0.01,0.01,0.02,0.31,63.0,16.0,,,145,4
4268,Bust-A-Move Universe,10,2011,4,15,0.08,0.15,0.06,0.03,0.31,49.0,30.0,4.8,13.0,371,0
4269,Mortal Kombat: Shaolin Monks,13,2005,8,39,0.23,0.07,0.0,0.01,0.31,78.0,37.0,6.6,19.0,514,2
4270,Batman: Arkham Origins,18,2013,8,19,0.19,0.09,0.0,0.03,0.31,68.0,5.0,7.4,127.0,796,3
4271,Shin Megami Tensei: Devil Survivor 2,3,2011,3,106,0.16,0.01,0.12,0.01,0.31,79.0,21.0,8.8,45.0,355,3
4272,Sonic Boom: Rise of Lyric,18,2014,8,8,0.19,0.09,0.0,0.03,0.31,32.0,28.0,3.6,587.0,797,4
4273,The Settlers 7: Paths to a Kingdom,14,2010,11,5,0.0,0.27,0.0,0.05,0.31,79.0,33.0,5.2,213.0,798,4
4274,WipEout Pulse,16,2007,2,3,0.13,0.12,0.0,0.06,0.31,82.0,40.0,8.6,31.0,382,4
4275,The Legend of Spyro: Dawn of the Dragon,4,2008,1,23,0.16,0.12,0.0,0.03,0.31,62.0,35.0,7.2,26.0,583,4
