,name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
5635,Resident Evil: Revelations,WiiU,2013,Action,Capcom,0.07,0.07,0.03,0.01,0.19,80.0,19.0,7.5,146.0,Capcom,M
5636,Namco Museum Megamix,Wii,2010,Misc,Namco Bandai Games,0.17,0.0,0.0,0.01,0.19,53.0,12.0,,,Namco Bandai Games,E
5637,Chaotic: Shadow Warriors,Wii,2009,Action,Activision,0.18,0.0,0.0,0.01,0.19,,,,,FUN Labs,E10+
5638,The Legend of Spyro: A New Beginning,GC,2006,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,67.0,13.0,7.3,11.0,Krome Studios,E10+
5639,Armored Core: For Answer,PS3,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19,62.0,22.0,7.6,31.0,From Software,T
5640,Harry Potter and the Prisoner of Azkaban,XB,2004,Action,Electronic Arts,0.14,0.04,0.0,0.01,0.19,67.0,23.0,8.8,10.0,EA Games,E
5641,Where's Waldo? The Fantastic Journey,Wii,2009,Adventure,Ubisoft,0.17,0.0,0.0,0.01,0.19,,,,,Classic Media Distribution Limited,E
5642,Monsters vs. Aliens,PS2,2009,Action,Activision,0.11,0.0,0.0,0.08,0.19,64.0,4.0,,,Beenox,E10+
5643,Street Fighter X Tekken,PSV,2012,Fighting,Capcom,0.1,0.04,0.01,0.03,0.19,79.0,25.0,7.5,66.0,Capcom,T
5644,The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.02,0.13,0.01,0.19,80.0,23.0,7.3,73.0,Falcom,T
5645,Rock Band Track Pack Volume 2,X360,2008,Misc,MTV Games,0.17,0.01,0.0,0.01,0.19,,,,,Harmonix Music Systems,T
5646,Rise of the Kasai,PS2,2005,Action,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,68.0,37.0,8.0,5.0,BottleRocket Entertainment,M
5647,Singstar: Ultimate Party,PS4,2014,Misc,Sony Computer Entertainment Europe,0.0,0.16,0.0,0.03,0.19,47.0,19.0,4.1,18.0,SCEE,
5648,Risen,X360,2009,Role-Playing,Deep Silver,0.07,0.11,0.0,0.01,0.19,60.0,37.0,6.4,77.0,Piranha Bytes,M
5649,Nostalgia,DS,2008,Role-Playing,Tecmo Koei,0.16,0.0,0.02,0.01,0.19,72.0,36.0,7.6,19.0,Matrix Software,E10+
5650,Dynasty Warriors Gundam,X360,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19,55.0,34.0,6.8,20.0,"Koei, Omega Force",T
5651,Chibi-Robo! Park Patrol,DS,2007,Adventure,Unknown,0.0,0.0,0.19,0.0,0.19,78.0,14.0,7.5,13.0,Skip Ltd.,E
5652,Jurassic: The Hunted,PS3,2009,Shooter,Activision,0.17,0.0,0.0,0.02,0.19,,,4.5,4.0,Activision,T
5653,Farmtopia,DS,2010,Simulation,505 Games,0.18,0.0,0.0,0.01,0.19,,,,,505 Games,E
5654,DanceDanceRevolution,PS3,2010,Simulation,Konami Digital Entertainment,0.12,0.05,0.0,0.02,0.19,60.0,5.0,,,Konami,E10+
5655,Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0.0,0.01,0.19,82.0,13.0,7.4,754.0,Ubisoft Toronto,M
5656,"Ni Hao, Kai-lan: Super Game Day",Wii,2009,Misc,Take-Two Interactive,0.17,0.0,0.0,0.01,0.19,,,8.5,4.0,Take-Two Interactive,E
5657,One Piece: Unlimited Adventure,Wii,2007,Adventure,Namco Bandai Games,0.07,0.0,0.11,0.01,0.19,67.0,17.0,8.5,32.0,Ganbarion,T
5658,Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,0.11,0.05,0.0,0.03,0.19,61.0,26.0,6.5,8.0,Ubisoft Montreal,T
5659,Reel Fishing Paradise 3D,3DS,2011,Sports,Marvelous Interactive,0.12,0.0,0.06,0.01,0.19,57.0,5.0,,,Natsume,E
5660,Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.05,0.1,0.0,0.03,0.19,51.0,28.0,3.1,25.0,Pivotal Games,M
5661,Binary Domain,X360,2012,Action,Sega,0.09,0.06,0.02,0.02,0.19,74.0,43.0,8.0,185.0,Sega,M
5662,IL-2 Sturmovik: Birds of Prey,PSP,2009,Simulation,505 Games,0.08,0.07,0.0,0.04,0.19,,,3.0,7.0,SME Dynamic Systems Limited,T
5663,The Scorpion King: Sword of Osiris,GBA,2002,Action,Vivendi Games,0.13,0.05,0.0,0.0,0.19,72.0,14.0,,,WayForward,E
5664,Jeep Thrills,Wii,2008,Racing,Zoo Digital Publishing,0.17,0.0,0.0,0.01,0.19,,,5.7,9.0,Game Sauce,E
5665,Ice Age: Dawn of the Dinosaurs,PS3,2009,Action,Activision,0.13,0.03,0.0,0.02,0.19,67.0,23.0,7.3,7.0,Activision,E10+
5666,NCAA Final Four 2001,PS2,2000,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,49.0,10.0,,,989 Sports,E
5667,Robin Hood: Defender of the Crown,PS2,2003,Strategy,Capcom,0.09,0.07,0.0,0.02,0.19,59.0,18.0,5.6,5.0,Cinemaware,T
5668,Barbie Horse Adventures: Riding Camp,Wii,2008,Sports,Activision,0.17,0.0,0.0,0.01,0.19,,,,,Activision,E
5669,R-Type Final,PS2,2003,Shooter,Metro 3D,0.09,0.07,0.0,0.02,0.19,79.0,50.0,9.1,21.0,Irem,E
5670,Bolt,PS3,2008,Adventure,Disney Interactive Studios,0.12,0.04,0.0,0.02,0.19,59.0,11.0,6.8,6.0,Avalanche Software,E10+
5671,Mathews Bowhunting,Wii,2010,Sports,Zoo Games,0.18,0.0,0.0,0.01,0.19,,,,,Zoo Games,T
5672,Sega GT 2002,XB,2002,Racing,Sega,0.12,0.03,0.03,0.01,0.19,82.0,24.0,8.2,24.0,Wow Entertainment,E
5673,F1 2011,PC,2011,Racing,Codemasters,0.0,0.15,0.0,0.04,0.19,83.0,10.0,7.2,83.0,Codemasters,E
5674,Air Conflicts: Secret Wars,PS3,2011,Simulation,bitComposer Games,0.1,0.06,0.0,0.03,0.19,51.0,8.0,,,Games Farm,T
5675,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,0.09,0.07,0.0,0.02,0.19,68.0,13.0,8.1,15.0,Krome Studios,E10+
5676,Family Feud: 2012 Edition,Wii,2011,Misc,Ubisoft,0.17,0.0,0.0,0.01,0.19,,,,,"Ubisoft, Ludia Inc.",E10+
5677,Samurai Warriors 2: Empires,PS2,2006,Action,Tecmo Koei,0.0,0.0,0.19,0.0,0.19,55.0,20.0,7.3,7.0,Omega Force,T
5678,Blood Omen 2,XB,2002,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,76.0,22.0,9.0,9.0,Crystal Dynamics,M
5679,Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,0.1,0.04,0.03,0.01,0.19,68.0,40.0,8.2,45.0,Vicious Cycle,T
5680,Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive,0.17,0.0,0.0,0.01,0.19,74.0,19.0,5.3,4.0,Visual Concepts,E
5681,Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,86.0,45.0,7.4,1543.0,Volition Inc.,M
5682,Harry Potter: Quidditch World Cup,XB,2003,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,69.0,14.0,7.5,4.0,Electronic Arts,E
5683,Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,0.15,0.03,0.0,0.0,0.19,74.0,19.0,7.0,47.0,Harmonix Music Systems,T
5684,Warriors: Legends of Troy,PS3,2011,Action,Tecmo Koei,0.06,0.04,0.07,0.02,0.19,44.0,22.0,7.0,24.0,Tecmo Koei Canada,M
5685,La Pucelle: Tactics,PS2,2002,Role-Playing,Tecmo Koei,0.09,0.07,0.0,0.02,0.19,79.0,47.0,8.5,15.0,Nippon Ichi Software,T
5686,Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,0.09,0.08,0.0,0.02,0.19,63.0,25.0,4.4,307.0,Spellbound,T
5687,NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,0.17,0.0,0.0,0.01,0.19,55.0,42.0,4.2,15.0,Midway,E
5688,Tiger Woods PGA Tour 07,XB,2006,Sports,Electronic Arts,0.13,0.05,0.0,0.01,0.19,81.0,21.0,6.8,6.0,EA Redwood Shores,E
5689,Disney's Meet the Robinsons,Wii,2007,Action,Disney Interactive Studios,0.17,0.0,0.0,0.01,0.19,62.0,11.0,6.3,4.0,Buena Vista Games,E10+
5690,Sword Art Online: Hollow Realization,PS4,2016,Role-Playing,Namco Bandai Games,0.06,0.02,0.1,0.02,0.19,69.0,32.0,7.7,52.0,Bandai Namco Games,T
5691,The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0.0,0.03,0.19,66.0,21.0,7.1,289.0,Snowblind Studios,M
5692,The Bee Game,DS,2007,Adventure,Midway Games,0.17,0.0,0.0,0.01,0.19,,,,,Independent Arts,E
5693,SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,0.1,0.07,0.0,0.02,0.19,74.0,13.0,8.3,8.0,Milestone S.r.l,E10+
5694,Rango: The Video Game,PS3,2011,Action,Electronic Arts,0.07,0.09,0.0,0.03,0.19,65.0,23.0,6.4,7.0,Behaviour Interactive,E10+
5695,EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,0.09,0.07,0.0,0.02,0.19,77.0,16.0,8.5,17.0,Sony Online Entertainment,T
5696,Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.03,0.09,0.02,0.19,65.0,31.0,7.4,50.0,Compile Heart,T
5697,Shadows of the Damned,X360,2011,Action,Electronic Arts,0.1,0.06,0.01,0.02,0.19,76.0,76.0,8.4,139.0,Grasshopper Manufacture,M
5698,Phantasy Star Online Ver. 2,DC,2001,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,80.0,10.0,8.9,18.0,Sonic Team,T
5699,Cabela's Survival: Shadows of Katmai,PS3,2011,Sports,Activision,0.11,0.05,0.0,0.02,0.18,,,7.4,5.0,Activision,T
5700,Hot Wheels: Battle Force 5,Wii,2009,Racing,Activision,0.17,0.0,0.0,0.01,0.18,,,,,Sidhe Interactive,E10+
5701,Go Play: Lumberjacks,Wii,2009,Simulation,Majesco Entertainment,0.17,0.0,0.0,0.01,0.18,,,,,Panic Button,E
5702,Fight Club,PS2,2004,Fighting,Vivendi Games,0.09,0.07,0.0,0.02,0.18,36.0,28.0,4.4,22.0,Genuine Games,M
5703,Samurai Warriors: State of War,PSP,2005,Action,Tecmo Koei,0.07,0.0,0.11,0.01,0.18,64.0,30.0,6.4,8.0,Omega Force,T
5704,Cabela's Survival: Shadows of Katmai,X360,2011,Sports,Activision,0.14,0.03,0.0,0.01,0.18,,,3.5,6.0,Activision,T
5705,Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,0.17,0.0,0.0,0.01,0.18,51.0,19.0,7.5,17.0,D3Publisher,T
5706,Dance Dance Revolution: Disney Grooves,Wii,2009,Simulation,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.18,,,,,Konami,E
5707,Camping Mama: Outdoor Adventures,DS,2011,Simulation,505 Games,0.12,0.05,0.0,0.02,0.18,51.0,5.0,,,Racjin,E
5708,Harvest Moon: A Wonderful Life Special Edition,PS2,2004,Simulation,505 Games,0.09,0.07,0.0,0.02,0.18,,,8.9,54.0,Marvelous,E
5709,The Munchables,Wii,2009,Action,Namco Bandai Games,0.17,0.0,0.0,0.01,0.18,71.0,33.0,8.2,5.0,Now Production,E
5710,How to Train Your Dragon 2,Wii,2014,Adventure,Little Orbit,0.04,0.13,0.0,0.01,0.18,,,,,Torus Games,E10+
5711,The Smurfs 2,DS,2013,Platform,Ubisoft,0.0,0.17,0.0,0.01,0.18,,,,,WayForward,E
5712,Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,0.14,0.04,0.0,0.01,0.18,69.0,46.0,7.8,10.0,Destineer,T
5713,Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,0.14,0.04,0.0,0.01,0.18,73.0,43.0,8.6,17.0,Double Helix Games,T
5714,Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,Vivendi Games,0.09,0.07,0.0,0.02,0.18,72.0,27.0,8.9,47.0,Eurocom Entertainment Software,T
5715,Remington Super Slam Hunting: North America,Wii,2010,Sports,Mastiff,0.17,0.0,0.0,0.01,0.18,,,,,Jack of All Games,T
5716,Battle of Giants: Dinosaurs Strike,Wii,2010,Strategy,Ubisoft,0.14,0.03,0.0,0.01,0.18,,,,,Ubisoft Quebec,E10+
5717,Ty the Tasmanian Tiger,XB,2002,Platform,Electronic Arts,0.14,0.04,0.0,0.01,0.18,68.0,13.0,8.5,11.0,Krome Studios,E
5718,Imagine: Babyz Fashion,DS,2009,Simulation,Ubisoft,0.17,0.0,0.0,0.01,0.18,,,,,Ubisoft,E
5719,Driving Emotion Type-S,PS2,2000,Racing,Electronic Arts,0.04,0.03,0.11,0.01,0.18,55.0,18.0,,,Escape,E
5720,Heavy Fire: Afghanistan,PS3,2011,Shooter,Unknown,0.17,0.0,0.0,0.02,0.18,39.0,5.0,3.3,16.0,Teyon,T
5721,Siren,PS2,2003,Adventure,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,72.0,48.0,7.8,41.0,SCE Japan Studio,M
5722,NARC,XB,2005,Shooter,Midway Games,0.14,0.04,0.0,0.01,0.18,51.0,27.0,2.8,6.0,Point of View,M
5723,Driver: San Francisco,PC,2011,Racing,Ubisoft,0.05,0.1,0.0,0.03,0.18,80.0,11.0,7.0,332.0,Ubisoft Reflections,T
5724,Just Dance 2017,Wii,2016,Misc,Ubisoft,0.06,0.11,0.0,0.01,0.18,,,,,Ubisoft Paris,E10+
5725,NASCAR Unleashed,Wii,2011,Racing,Activision,0.17,0.0,0.0,0.01,0.18,,,,,Firebrand Games,E
5726,Shape Up,XOne,2014,Misc,Ubisoft,0.08,0.09,0.0,0.01,0.18,58.0,6.0,8.3,28.0,Ubisoft Montreal,E
5727,Happy Cooking,DS,2006,Simulation,Ubisoft,0.17,0.0,0.0,0.01,0.18,,,,,Ubisoft,E
5728,Cars: Race-O-Rama,PS3,2009,Racing,THQ,0.14,0.03,0.0,0.02,0.18,61.0,5.0,,,Incinerator Games,E
5729,Jewel Master: Cradle of Athena,DS,2010,Puzzle,Storm City Games,0.17,0.0,0.0,0.01,0.18,,,,,CokeM Interactive,E10+
5730,Hidden Mysteries: Vampire Secrets,DS,2010,Adventure,Astragon,0.06,0.11,0.0,0.02,0.18,,,,,Gunnar Games,E10+
5731,Jurassic Park III: Island Attack,GBA,2001,Adventure,Konami Digital Entertainment,0.13,0.05,0.0,0.0,0.18,57.0,6.0,,,Konami,E
5732,Star Trek: Legacy,X360,0,Simulation,Ubisoft,0.14,0.02,0.0,0.01,0.18,64.0,41.0,5.5,42.0,Mad Doc Software,E10+
5733,Amplitude,PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,86.0,35.0,8.8,26.0,Harmonix Music Systems,T
5734,Disgaea DS,DS,2008,Role-Playing,Square Enix,0.11,0.01,0.05,0.01,0.18,82.0,32.0,7.5,35.0,Nippon Ichi Software,T
5735,Gauntlet: Seven Sorrows,XB,2005,Role-Playing,Midway Games,0.14,0.04,0.0,0.01,0.18,61.0,36.0,7.8,4.0,Midway,T
5736,AirForce Delta Storm,XB,2001,Shooter,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18,61.0,21.0,7.1,7.0,KCE Studios,E
5737,Metal Gear Solid V: The Phantom Pain,X360,2015,Action,Konami Digital Entertainment,0.12,0.04,0.0,0.02,0.18,,,7.2,159.0,"Kojima Productions, Moby Dick Studio",M
5738,Fear Effect 2: Retro Helix,PS,2001,Action,Eidos Interactive,0.1,0.07,0.0,0.01,0.18,84.0,15.0,8.9,17.0,Kronos Digital Entertainment,M
5739,Chaotic: Shadow Warriors,DS,2009,Action,Activision,0.17,0.0,0.0,0.01,0.18,,,,,FUN Labs,E10+
5740,Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,0.06,0.02,0.08,0.02,0.18,76.0,26.0,7.7,44.0,Gust,E10+
5741,Mahjong: Journey Quest for Tikal,DS,2008,Puzzle,Rondomedia,0.15,0.02,0.0,0.01,0.18,,,,,MumboJumbo,E
5742,Call of Duty: World at War,PC,2008,Shooter,Activision,0.02,0.14,0.0,0.03,0.18,83.0,36.0,7.5,721.0,Treyarch,M
5743,CSI: Fatal Conspiracy,PS3,2010,Adventure,Ubisoft,0.11,0.05,0.0,0.02,0.18,39.0,5.0,5.6,13.0,Telltale Games,M
5744,Vietcong: Purple Haze,PS2,2004,Shooter,Gathering of Developers,0.09,0.07,0.0,0.02,0.18,48.0,11.0,4.3,6.0,Coyote Developments,M
5745,Atari Anniversary Advance,GBA,2002,Misc,Atari,0.13,0.05,0.0,0.0,0.18,75.0,7.0,,,Digital Eclipse,E
5746,Summer Athletics: The Ultimate Challenge,PS2,2008,Sports,DTP Entertainment,0.0,0.0,0.0,0.18,0.18,,,,,49Games,E
5747,X-Men Origins: Wolverine,PS2,2009,Action,Activision,0.13,0.0,0.0,0.05,0.18,,,6.8,16.0,Amaze Entertainment,T
5748,Syndicate,X360,2012,Shooter,Electronic Arts,0.1,0.06,0.0,0.02,0.18,74.0,65.0,7.1,174.0,Starbreeze,M
5749,Zumba Fitness Rush,X360,2012,Sports,505 Games,0.0,0.16,0.0,0.02,0.18,73.0,7.0,6.2,5.0,"Majesco Games, Majesco",E10+
5750,Call of Juarez,X360,2007,Shooter,Ubisoft,0.14,0.02,0.0,0.01,0.18,71.0,37.0,6.9,46.0,Techland,M
5751,Ghostbusters: The Video Game,PSP,2009,Action,Atari,0.16,0.01,0.0,0.02,0.18,54.0,13.0,4.7,13.0,Red Fly Studio,E10+
5752,Bloody Roar: Primal Fury,GC,2002,Fighting,Activision,0.14,0.04,0.0,0.0,0.18,75.0,27.0,8.5,20.0,Eighting/Raizing,T
5753,MotoGP,Wii,2009,Racing,Capcom,0.05,0.11,0.0,0.02,0.18,44.0,10.0,5.4,11.0,Milestone S.r.l,E
5754,Mushroom Men: The Spore Wars,Wii,2008,Action,SouthPeak Games,0.16,0.01,0.0,0.01,0.18,72.0,37.0,8.7,33.0,Red Fly Studio,E10+
5755,Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,Namco Bandai Games,0.0,0.12,0.04,0.02,0.18,59.0,30.0,7.8,45.0,Dimps Corporation,T
5756,Brunswick Pro Bowling,PS3,2010,Sports,505 Games,0.1,0.05,0.0,0.02,0.18,47.0,6.0,,,Farsight Studios,E
5757,LEGO Harry Potter: Years 5-7,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0.0,0.03,0.18,64.0,19.0,6.8,21.0,Traveller's Tales,E10+
5758,Corpse Party: Blood Drive,PSV,2014,Adventure,Marvelous Interactive,0.08,0.01,0.06,0.03,0.18,60.0,19.0,7.4,58.0,5pb,M
5759,The Last Airbender,DS,2010,Action,THQ,0.13,0.04,0.0,0.01,0.18,69.0,6.0,7.0,4.0,THQ,E10+
5760,Backbreaker,X360,0,Sports,Unknown,0.17,0.0,0.0,0.01,0.18,54.0,29.0,7.6,68.0,NaturalMotion,E
5761,UFC Personal Trainer: The Ultimate Fitness System,Wii,2011,Sports,THQ,0.11,0.06,0.0,0.02,0.18,54.0,5.0,,,THQ,E
5762,MotoGP 14 ,PS4,2014,Racing,Milestone S.r.l.,0.04,0.11,0.0,0.03,0.18,73.0,28.0,6.4,26.0,Milestone S.r.l,E
5763,Alone in the Dark,Wii,2008,Adventure,Atari,0.09,0.08,0.0,0.02,0.18,39.0,10.0,4.4,34.0,Hydravision,M
5764,Skylanders Imaginators,WiiU,2016,Platform,Activision,0.09,0.08,0.0,0.02,0.18,76.0,4.0,,,Toys for Bob,E10+
5765,Six Flags Fun Park,DS,2008,Misc,Brash Entertainment,0.17,0.0,0.0,0.01,0.18,34.0,4.0,7.0,4.0,Brash Entertainment,E
5766,Test Drive Off-Road Wide Open,XB,2001,Racing,Infogrames,0.15,0.03,0.0,0.01,0.18,64.0,21.0,8.3,9.0,Rockstar San Diego,E
5767,WWE All Stars,PSP,2011,Fighting,THQ,0.12,0.04,0.0,0.03,0.18,70.0,4.0,6.6,5.0,THQ,T
5768,Bad Boys: Miami Takedown,XB,2004,Shooter,Empire Interactive,0.14,0.04,0.0,0.01,0.18,35.0,20.0,5.9,9.0,Blitz Games,M
5769,Valhalla Knights 3,PSV,2013,Role-Playing,Xseed Games,0.04,0.01,0.12,0.01,0.18,48.0,19.0,6.8,56.0,K2,M
5770,Mega Man X: Command Mission,PS2,2004,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.18,69.0,27.0,7.1,18.0,"Valuewave Co.,Ltd.",E
5771,Tokyo Xtreme Racer DRIFT,PS2,2003,Racing,Genki,0.09,0.07,0.0,0.02,0.18,59.0,13.0,8.6,15.0,Genki,E
5772,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,Disney Interactive Studios,0.15,0.01,0.0,0.01,0.18,65.0,20.0,7.5,4.0,Amaze Entertainment,E10+
5773,Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,Activision,0.13,0.04,0.0,0.01,0.18,65.0,5.0,8.3,6.0,FUN Labs,T
5774,Senran Kagura: Estival Versus,PSV,2015,Action,Marvelous Interactive,0.04,0.02,0.09,0.02,0.18,71.0,4.0,7.4,34.0,Marvelous Inc.,M
5775,GRID Autosport,PS3,2014,Racing,Codemasters,0.05,0.09,0.01,0.03,0.18,75.0,35.0,6.8,62.0,Codemasters,E
5776,Half-Minute Hero,PSP,2009,Role-Playing,Rising Star Games,0.08,0.01,0.07,0.01,0.18,84.0,41.0,7.8,38.0,Opus,E10+
5777,Gauntlet: Dark Legacy,GC,2002,Action,Midway Games,0.14,0.04,0.0,0.0,0.18,60.0,20.0,9.1,16.0,Midway,T
5778,The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,0.16,0.01,0.0,0.01,0.18,56.0,24.0,7.5,13.0,Traveller's Tales,T
5779,Shadow The Hedgehog,XB,2005,Platform,Sega,0.13,0.04,0.0,0.01,0.18,49.0,24.0,5.5,36.0,Sega,E10+
5780,Batman: Vengeance,GBA,2001,Adventure,Ubisoft,0.13,0.05,0.0,0.0,0.18,68.0,8.0,,,Ubisoft Montreal,E
5781,World of Outlaws: Sprint Cars,X360,2010,Racing,THQ,0.17,0.0,0.0,0.01,0.18,57.0,4.0,8.1,10.0,Big Ant Studios,E
5782,Van Helsing,XB,2007,Action,Activision,0.13,0.04,0.0,0.01,0.18,63.0,32.0,7.6,8.0,Saffire,T
5783,Grand Slam Tennis 2,X360,2012,Sports,Electronic Arts,0.1,0.06,0.0,0.02,0.18,71.0,45.0,5.1,14.0,EA Sports,E
5784,Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,D3Publisher,0.1,0.06,0.0,0.02,0.18,51.0,5.0,5.3,4.0,Papaya Studios,E10+
5785,Pure Futbol,X360,2010,Sports,Ubisoft,0.08,0.08,0.0,0.02,0.18,38.0,20.0,7.9,29.0,Ubisoft Vancouver,E
5786,Spider-Man: Friend or Foe,PSP,2007,Action,Activision,0.16,0.0,0.0,0.01,0.18,58.0,7.0,4.4,9.0,Artificial Mind and Movement,E10+
5787,Sing4: The Hits Edition,Wii,2011,Misc,Crave Entertainment,0.17,0.0,0.0,0.01,0.18,,,,,Crave,T
5788,Gun,GC,2005,Shooter,Activision,0.14,0.04,0.0,0.0,0.18,77.0,27.0,8.6,8.0,Neversoft Entertainment,M
5789,SoulCalibur Legends,Wii,2007,Action,Namco Bandai Games,0.16,0.01,0.0,0.01,0.18,52.0,35.0,5.7,24.0,Namco Bandai Games,T
5790,Rio,Wii,2011,Misc,THQ,0.13,0.03,0.0,0.01,0.18,,,,,Eurocom Entertainment Software,E10+
5791,Squeeballs Party,Wii,2009,Puzzle,Performance Designed Products,0.17,0.0,0.0,0.01,0.18,59.0,16.0,,,Performance Designed Products,E10+
5792,Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0.0,0.02,0.18,45.0,40.0,3.5,1156.0,Gearbox Software,M
5793,Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,0.13,0.05,0.0,0.0,0.18,75.0,5.0,7.5,4.0,Backbone Emeryville,E
5794,FIFA Soccer 11,PC,2010,Sports,Electronic Arts,0.0,0.14,0.0,0.04,0.18,83.0,16.0,7.7,102.0,EA Sports,E
5795,American Chopper 2: Full Throttle,PS2,2005,Racing,Zoo Digital Publishing,0.09,0.07,0.0,0.02,0.18,,,8.1,9.0,Creat Studios,T
5796,Borderlands,PC,2009,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.03,0.18,81.0,37.0,7.8,1363.0,Gearbox Software,M
5797,de Blob 2,Wii,2011,Platform,THQ,0.11,0.06,0.0,0.02,0.18,79.0,20.0,8.1,26.0,Blue Tongue Entertainment,E10+
5798,Silent Hill 4: The Room,XB,2004,Action,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18,76.0,43.0,8.3,26.0,KCET,M
5799,Commandos 2: Men of Courage,PS2,2002,Strategy,Eidos Interactive,0.09,0.07,0.0,0.02,0.18,67.0,19.0,6.8,11.0,Pyro Studios,T
5800,Remember Me,X360,2013,Action,Capcom,0.1,0.06,0.0,0.02,0.18,70.0,42.0,7.5,267.0,DONTNOD Entertainment,M
5801,Brink,PC,2011,Shooter,Bethesda Softworks,0.06,0.09,0.0,0.03,0.18,70.0,38.0,6.0,547.0,Splash Damage,T
5802,FIFA Soccer 2002,GC,2001,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18,81.0,13.0,8.0,9.0,EA Sports,E
5803,Atari Anniversary Edition Redux,PS,2000,Misc,Infogrames,0.1,0.07,0.0,0.01,0.18,72.0,5.0,,,Digital Eclipse,E
5804,Lips: Party Classics,X360,2010,Misc,Microsoft Game Studios,0.05,0.11,0.0,0.02,0.18,69.0,10.0,,,iNiS,T
5805,Disney's Tarzan Untamed,GC,2001,Platform,Ubisoft,0.14,0.04,0.0,0.0,0.18,61.0,11.0,7.4,8.0,Ubisoft Montreal,E
5806,Marvel Super Hero Squad: Comic Combat,Wii,2011,Action,THQ,0.14,0.03,0.0,0.01,0.18,,,,,THQ,E10+
5807,Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,0.07,0.05,0.03,0.02,0.18,62.0,25.0,7.2,28.0,"Gust, Idea Factory",T
5808,Pirates: Hunt For Blackbeard's Booty,Wii,2008,Adventure,Activision,0.08,0.08,0.0,0.02,0.18,,,,,Activision,E
5809,Cabela's Dangerous Hunts 2009,PS2,2008,Sports,Activision Value,0.09,0.07,0.0,0.02,0.18,,,9.2,5.0,FUN Labs,T
5810,Senran Kagura: Estival Versus,PS4,2015,Action,Marvelous Interactive,0.08,0.0,0.08,0.02,0.18,67.0,25.0,8.0,96.0,Marvelous Inc.,M
5811,Ball Breakers,PS,2000,Action,Take-Two Interactive,0.1,0.07,0.0,0.01,0.18,68.0,10.0,5.3,4.0,Lost Toys,E
5812,Splatterhouse,X360,2010,Action,Namco Bandai Games,0.14,0.03,0.0,0.01,0.18,62.0,51.0,7.6,60.0,"Namco Bandai Games America, Namco Bandai Games",M
